ids,intents,sentences,sentence_orgin
2050,weather_query,Kiểm tra thời tiết của thành phố Alabama ,check the weather of city alabama
5657,play_music,Chơi cho tôi âm nhạc của Madonna ,play for me the music by madonna
3951,takeaway_query,Tôi có thể đặt hàng vườn ô liu đi không ,can i order olive garden to go
2800,play_music,Chơi trên cầu vồng ,play over the rainbow
9241,play_music,Tôi muốn nghe những bài hát quốc gia tốt nhất của những năm 1990 ,i want to hear the best country songs of the nineties
14128,qa_factoid,Danh sách album của Rihanna ,list albums of rihana
10277,play_game,Tôi đang nghĩ về một số một đến mười ,i'm thinking of a number one to ten
14219,qa_maths,bao nhiêu cm làm cho một chân ,how many cm make one foot
7425,calendar_query,chỉ cho tôi những lời nhắc nhở ,show me the reminders
570,datetime_query,là thứ bảy thứ hai trên mười hai ,is it second saturday on twelfth
11000,lists_createoradd,Tạo một danh sách mới xin vui lòng ,create a new list please
3567,datetime_query,Ngày hiện tại ở Ấn Độ là gì ,what is the current date in india
11264,play_podcasts,nhảy ,skip
2845,takeaway_query,Đơn hàng của tôi ở đâu ,where is my order
2905,iot_hue_lighton,Bật đèn lên ,turn on the lamp
12086,recommendation_events,Triển lãm nghệ thuật Alexa ở California ,alexa art exhibitions in california
1600,play_music,Phát nhạc từ v. t. ở v ,play music from v. t. v
13602,qa_factoid,Nền gia đình Michael Jackson ,michael jackson family background
4699,alarm_set,lời nhắc nhở ,reminder
892,play_music,Tôi muốn nghe một số giai điệu ,i want to hear some tunes
7430,calendar_remove,Tôi muốn sự kiện này được gỡ bỏ khỏi lịch của tôi ,i wish this event to be removed from my calendar
6695,general_quirky,"Này, tôi vừa mất ví của mình ngày hôm nay ",hey i just lost my wallet today
2476,play_music,Tìm cho tôi tất cả âm nhạc cho âm nhạc cổ điển ,find me all music for classical music
10500,lists_createoradd,Tôi muốn bắt đầu một danh sách mới ,i want to start a new list
10897,lists_remove,Olly Xóa mục khỏi danh sách của tôi ,olly remove item from my list
9417,play_radio,Điều chỉnh vào NPR ,tune in to npr
2397,play_music,Đặt một bài hát của Celine Dion ,put on a song by celine dion
3438,play_music,Chơi nhạc từ danh sách nhạc bên ,play music from party playlist
7615,calendar_query,Nói cho tôi biết về trò chơi khúc côn cầu của quỷ tiếp theo Thứ Sáu ,tell me about the next devil's hockey game friday
5463,weather_query,Tôi có nên đeo một tay áo ngắn ,should i wear a short sleeve
6957,calendar_remove,Làm sạch lịch của tôi ,clean my calendar
16368,email_query,Tôi đã gửi email gì vào tuần này ,what did i get emailed about this week
10859,lists_remove,Xóa sự kiện đó khỏi danh sách ,remove that event from list
12743,transport_query,Tìm cho tôi một vé tàu cho chuyến đi tiếp theo đến Washington DC ,find me a train ticket for the next trip to washington dc
1614,weather_query,bất kỳ dấu hiệu của mưa ,any signs of rain
11416,play_podcasts,Chơi bản ghi âm tiếp theo ,play the next recording
12821,transport_traffic,giao thông ,traffic
13573,qa_factoid,nơi trên thế giới là Lyon ,where in the world is lyon
12590,transport_ticket,bạn có thể kiểm tra lịch trình tàu đến berkeley ,can you check train schedule to berkeley
11984,recommendation_movies,Olly những gì đang chơi tại Brea Plaza Five ,olly what's playing at brea plaza five
2277,alarm_set,báo động cho mười giờ sáng ,alarm for ten am
6700,general_quirky,khuyến khích tôi cố lên ,cheering me up
1384,datetime_query,Ngày thứ sáu thứ ba của tháng này là ngày nào ,what date is the third friday of this month
5629,iot_wemo_on,Bật Geyser ,turn on the geyser
4808,music_likeness,Hãy nhớ cách tôi đánh giá bài hát này ,remember how i rate this song
1570,iot_coffee,làm cho tôi một cappuccino ,make me a cappuccino
16336,email_query,Tôi có bất kỳ email chưa đọc nào từ Chris Thompson ,do i have any unread emails from chris thompson
13476,general_quirky,Tôi chỉ muốn biết một số thông tin về bạn ,i just want to know some information about you
7533,calendar_set,Vui lòng thêm bữa tiệc tại Chuck E Cheese vào Lịch ,please add party at chucky cheese to calendar
7759,calendar_remove,Vui lòng xóa sự kiện đó khỏi lịch của tôi ,please remove that event from my calendar
1087,audio_volume_mute,Hãy tạm dừng bản thân ,please pause yourself
15361,social_query,Những gì xu hướng trên phương tiện truyền thông xã hội ,what's trending on social media
17154,email_sendemail,Vui lòng trả lời email này ,please reply to this email
12082,recommendation_events,tất cả sự kiện trong khu vực là gì ,what are all the event in area
16291,email_querycontact,Chúc bạn có thể vui lòng lấy thông tin về một số liên lạc ,may you please pull up information about a contact
4392,news_query,Những gì mới nhất trên CNN ,what is the latest on cnn
11017,general_quirky,Vợ tôi đã rời đi những gì để được thực hiện ,what did my wife leave to be done
8465,calendar_set,Gửi cho tôi thông báo về cuộc họp thứ tư chín giờ sáng ,send me notice of meeting wednesday nine am
3032,weather_query,olly những gì thời tiết hiện tại ,olly what's the current weather
4105,weather_query,Có phải trời sẽ mưa trong vài ngày tới ở Tucson ,is it going to rain in the next few days in tucson
4035,iot_hue_lightchange,trắng ,white
8876,calendar_set,Mark đầu tiên vào tháng 1 là sự kiện năm mới cho mỗi ngày ,mark first january as new year event for every day
16008,email_query,Nói cho tôi biết khi tôi nhận được email mới từ hiệu trưởng Lowry ,tell me when i get new emails from principal lowry
4938,play_music,Tôi muốn nghe danh sách nhạc rap của tôi ,i want to hear my rap playlist
8041,calendar_query,Cuộc họp tiếp theo của tôi bắt đầu lúc mấy giờ ,what time does my next meeting start
5308,audio_volume_up,Tăng âm lượng của bạn ,turn up your volume
5514,music_query,Cho tôi tên và loại nhạc này ,give me name and type of this music
3988,news_query,cnn. ,cnn
7154,calendar_query,Tôi có kế hoạch để có bất kỳ cuộc họp nào ngày hôm nay ,am i scheduled to have any meeting today
2910,music,Chơi các ngôi nhà LED Zeppelin của Thánh ,play led zeppelin houses of the holy
5549,audio_volume_mute,Nhập chế độ im lặng ,enter silence mode
7760,calendar_remove,Xóa sự kiện đó khỏi lịch của tôi ,remove that event from my calendar
2952,play_music,Alexa phát nhạc liên quan đến âm nhạc tôi đã nghe sáng nay ,alexa play music relating to the music i listened to this morning
589,datetime_query,Thời gian ở múi giờ miền đông là gì ,what is the time in the eastern time zone
14093,qa_definition,một trebuchet là gì ,what is a trebuchet
9623,play_radio,Chơi chương trình tin tức ,play news programme
5215,query,olly có cần kem chống nắng ,olly do i need sunscreen
12323,transport_ticket,nguồn và điểm đến ,source and destination
4657,play_music,Chơi nhạc pop ,play pop music
4865,weather_query,Thời tiết ở Utah như thế nào bây giờ ,how is the weather in utah right now
14206,general_quirky,Tôi muốn bạn phân tích mô hình cho tôi để mua vé xổ số số nào sẽ nhận được giải nhất ,i want you to analyze the pattern for me to buy lottery ticket which number will get the first prize
646,iot_hue_lightup,tăng ánh sáng một chút ,increase the light a little
17010,email_query,Có một thư mới từ jay trong hộp thư đến ,is there a new mail from jay in the inbox
7027,calendar_query,Những sự kiện mà bạn bè trên Facebook của tôi sẽ tham dự ,which events my facebook friends will be attending
8812,calendar_set,Đặt một lời nhắc nhở cho bữa tối lúc sáu giờ chiều vào thứ Tư tại Bonefish Grill ,set a reminder for dinner at six pm on wednesday at bonefish grill
13408,qa_factoid,Ai là Bộ trưởng Kho bạc Hoa Kỳ hiện tại ,who is the current us treasury secretary
8105,calendar_remove,Alexa Vui lòng xóa tất cả các cuộc hẹn cho ngày hôm nay ,alexa please delete all appointments for today
3673,iot_hue_lightchange,Vui lòng thay đổi màu sắc của ánh sáng trong phòng tắm ,please change the color of the light in the bathroom
3984,audio_volume_mute,Hãy im lặng ,please be silent
5941,news_query,Donald Trump. ,donald trump
16338,email_query,Mở email mới ,open new emails
11983,recommendation_movies,Olyly giới thiệu một bộ phim hài lãng mạn trong khu vực tôi ,olly recommend a romantic comedy in me area
12705,transport_ticket,Ứng dụng vé tàu mở ,open train ticket app
1368,iot_hue_lightdim,tắt đèn ,turn down the lights
4981,general_joke,một trò đùa hài hước là gì ,what is a funny joke
1008,weather_query,Thời tiết sẽ xấu vào Chủ nhật ,will the weather be bad on sunday
12750,transport_ticket,Mua vé tàu từ Lakeland Florida đến New York ,buy a train ticket from lakeland florida to new york
8973,calendar_query,Có sự kiện nào được đánh dấu vào tháng 9 hai mươi hai ,is there any event marked on september twenty two
3465,alarm_remove,Vui lòng tắt báo thức ,please turn off the alarm
1650,news_query,Xin vui lòng cho tôi biết tin tức kinh doanh mới nhất ,please let me know the latest business news
17124,email_sendemail,Mở email để gửi cho bố ,open email to send to dad
13581,qa_factoid,Những gì núi lửa hiện đang hoạt động ,what volcanoes are currently active
15680,social_post,Đối với Facebook Viết Trình quản lý mới được thăng chức cho Hillstead ,for facebook write newly promoted manager for hillstead
5881,news_query,Nói cho tôi biết về tin tức ,tell me about the news
2559,play_music,Chơi nhạc bằng tiếng Korn ,play music by korn
11524,play_podcasts,Vui lòng tiếp tục với tập podcast tiếp theo ,please continue with the next podcast episode
12184,transport_traffic,Có xây dựng nào trên tuyến đường sáu mươi sáu ,is there any construction on route sixty six
16688,email_sendemail,Soạn email đến một địa chỉ mới ,compose email to a new address
4920,play_music,Chơi bài hát Black Eyed Peas ,play blackeyed pees song
3561,audio_volume_up,Vui lòng tăng âm lượng ,please increase the volume
9777,play_audiobook,tiếp tục inklove. ,resume inkheart
12595,transport_ticket,Tôi cần bạn đặt một vé tàu để lại vào hai giờ chiều ,i need you to book a train ticket that leaves at two pm
4511,datetime_query,Thời gian nào nó liên quan đến New York ,what time is it relative to new york
2747,iot_hue_lightchange,Tôi cần thay đổi màu sắc của ánh sáng này ,i need to change the color of this light
16181,email_sendemail,Gửi thư đến bong bóng Tôi muốn gặp cô ấy vào ngày mai vào hai giờ chiều tại văn phòng ,send mail to bubbles i want to meet her tomorrow at two pm in office
12495,transport_taxi,Gọi một chiếc xe cho tôi ,call a car for me
10692,lists_createoradd,Thêm cuộc hẹn trong danh sách ,add appointment in the list
9574,play_radio,Chơi tên chương trình radio ,play radio programme name
4251,weather_query,Có quá ấm để mặc áo len len của tôi ngày hôm nay ,is it too warm to wear my wooly sweater today
9441,play_radio,Mở Media Player và chơi Lượt truy cập hàng đầu ,open media player and play top hits
6222,general_quirky,Ngày của tôi đã bận rộn ,my day was hectic
9832,play_audiobook,Tiếp tục từ nơi chúng ta rời khỏi sự khác biệt ,continue from where we left off in divergent
8339,calendar_query,là thứ hai miễn phí sau buổi trưa ,is monday free after noon
16897,email_query,Đặt tên cho những người đã gửi cho tôi một email ngày hôm nay ,name the people that sent me an email today
6625,general_quirky,Người nổi tiếng ,celebrities
9488,play_radio,bắt đầu chơi fm một oh chín ,start playing fm one oh nine
11702,recommendation_movies,Chỉ cho tôi nhà hát gần nhất ,show me nearest theatre
16736,email_sendemail,Tôi muốn gửi một câu trả lời ,i'd like to send a reply
8327,calendar_set,Thêm công việc vào lịch vào thứ Hai đến thứ Sáu từ năm đến sáu trăm sáng ,add work out to the calendar for monday through friday from five to six hundred am
10544,lists_createoradd,Bắt đầu danh sách mới của số xổ số ,begin new list of lottery numbers
14174,qa_definition,Bạn có thể mô tả cho tôi một chiếc xe đạp ,can you describe to me a bike
13371,qa_maths,Làm thế nào để bạn trừ số ,how do you subtract numbers
13180,qa_definition,Giải thích quang hợp ,explain photosynthesis
14908,qa_factoid,Con sông dài nhất ở Tây Ban Nha là gì ,what is the longest river in spain
12027,recommendation_events,Chạy các cuộc thi ở phía tây ,running competitions on the west side
6698,general_quirky,Này olly hôm nay tôi đã bị sa thải khỏi công việc của mình ,hey olly today i was fired from my job
134,takeaway_query,Bao lâu cho đến khi tôi đến ,how long until my takeaway
1705,datetime_query,bạn có thể vui lòng cho tôi biết thời gian ,can you please tell me the time
13287,general_quirky,Nêu định nghĩa về lạm phát và cho biết nó quan trọng đối với bất kỳ nền kinh tế nào ,state the definition of inflation and tell how it's important for any economy
14570,qa_factoid,Tuổi của Brad Pitt ,age of brad pitt
14718,qa_stock,Tôi có thể có danh sách tỷ lệ cổ phiếu của ola và uber ,can i have stock rate list of ola and uber
7493,calendar_query,Cuộc hẹn cuối tuần ,weekend appointments
4768,iot_wemo_off,bạn có thể vui lòng tắt ổ cắm wemo ,can you please turn off the wemo plug socket
13098,qa_factoid,Olly Tổng số đại dương trên thế giới là bao nhiêu ,olly what is the total number of oceans in the world
16918,email_query,Kiểm tra email cho chủ đề ,check email for subject
15633,social_post,Tweet dịch vụ tại Bữa tối của Moe là khủng khiếp ,tweet the service at moe's diner is terrible
14194,qa_stock,Chuyển đến NSDL và tìm kiếm giá cả ,go to the nsdl and search for prices
16065,email_sendemail,Gửi email đến với chủ đề như bài kiểm tra và không có nội dung ,send an email to with the subject as test and no content
9381,play_radio,Vui lòng truy cập chương trình trò chuyện thể thao địa phương trên đài phát thanh ,please go to the local sports talk show on the radio
14978,qa_currency,Tỷ lệ đô la của Peso Philippines ,dollar rate of philippiness peso
12074,recommendation_events,Liệt kê các triển lãm liên tục tại địa phương ,list local ongoing exhibitions
14707,qa_stock,cổ phần ,stock
5259,music_likeness,Thumbs lên bài hát này ,thumbs up this song
14155,qa_definition,Google đối tượng và xem ,google the object and see
14655,qa_currency,là đồng đô la mạnh hơn bảng Anh ,is the dollar stronger than the pound
11834,recommendation_locations,Có một cửa hàng ca nô quanh elly ,is there a canoe shop around here olly
2429,alarm_query,Trạng thái báo động ,alarm status
12056,recommendation_events,chuyện gì đang xảy ra ,what's going on
3358,news_query,Theo dõi cuộc biểu tình trên đá đứng ,keep track of the standing rock protest
6565,general_quirky,Thật là một món quà tốt cho bạn gái ,whats a good present for a girlfriend
521,datetime_query,cho tôi thời gian ,give me the time
2446,iot_coffee,olly chuẩn bị cà phê của tôi ,olly prepare my coffee
14671,qa_currency,Bao nhiêu tiền trong chúng ta tôi sẽ cần phải có một ngàn peso ,how much money in us would i need to have a thousand pesos
7472,alarm_set,Đặt báo thức vào thứ mười tháng 11 cho đồng hồ ,set alarm on tenth november for clock
12026,recommendation_events,bất kỳ chạy ở phía tây ,any runs on the west side
11072,lists_remove,Xóa bảo hiểm xe hơi khỏi danh sách hóa đơn ,remove car insurance from bills list
4682,weather_query,Có nóng và ấm áp hay ấm áp và ẩm ướt ở Bayou hôm nay ,is it hot and muggy or warm and humid in the bayou today
7546,calendar_set,Thêm sinh nhật của Mike vào tháng ba thứ ba vào lịch của tôi ,add mike's birthday on march third to my calendar
7785,calendar_set,Nhắc nhở tôi về sinh nhật của Sarah ba ngày trước thời hạn ,remind me of sarah's birthday three days ahead of time
1170,coffee,olly tôi cần cà phê ,olly i need coffee
10514,lists_createoradd,Tôi muốn làm cho một tuần tới để làm danh sách ,i want to make next week's to do list
6042,iot_hue_lightoff,Tôi muốn đèn bị tắt ,i want the light to be switched off
14682,qa_factoid,Chiều cao của Monali Thakur là bao nhiêu ,what is the height of monali thakur
13994,qa_currency,Có bao nhiêu yên cho mỗi đô la ,how many yen for each dollar
11752,recommendation_locations,Đề xuất một nhà hàng với chi phí trung bình ,recommend a restaurant with medium expense
10586,lists_createoradd,Nhớ đặt cà rốt vào đó ,remember to put carrots in there
4193,datetime_query,Thời gian hiện tại ở Boston là gì ,what is the current time in boston
14798,qa_definition,một công việc là gì ,what is a workhouse
15738,social_post,Olly xin vui lòng tweet một khiếu nại về một cửa hàng tôi ghé thăm ,olly please tweet a complaint about a store i visit
1445,audio_volume_mute,Hãy yên lặng ,be quiet
5905,play_music,Chơi các bài hát mềm ,play soft instrumental songs
4095,alarm_set,Vui lòng đặt đồng hồ báo thức của tôi trong tám giờ sáng ,please set my alarm clock for eight am
16875,email_querycontact,cho tôi biết mã vùng cho jen k ,tell me the area code for jen k
1907,audio_volume_other,Cải thiện âm lượng rõ ràng ,improve volume clarity
14162,qa_factoid,tìm kiếm khu vực ,search the region
16808,email_addcontact,Nhận apahelp @ yahoo dot com trong danh bạ của tôi ,get apahelp@yahoo dot com in my contacts
7807,calendar_set,Đừng để tôi quên tôi có một hội nghị giáo viên phụ huynh này vào thứ Hai tại bốn trăm PM ,don't let me forget i have a parent teacher conference this monday at four hundred pm
2270,play_music,Chơi một số nhạc pop ,play some pop music
12524,transport_ticket,Đặt cho tôi vé tàu rẻ nhất đến New York ,book me the cheapest train ticket to new york
4382,weather_query,Thời tiết vào tuần tới là gì ở Pasadena CA ,what is the weather next week in pasadena ca
1957,general_greet,xin chào olly hôm nay bạn thế nào ,hello olly how are you today
5469,iot_hue_lighton,Vui lòng bật đèn ,please turn on the lights
5644,weather_query,Làm thế nào sẽ là thời tiết hôm nay vào buổi chiều ,how will be the weather today in the afternoon
7573,calendar_set,nhắc nhở tôi tại địa điểm ,remind me at location
16980,email_sendemail,Gửi thư cho ai đó ,send mail to someone
2415,takeaway_order,Gọi cho nhà hàng Trung Quốc King King ,call china king chinese restaurant
6667,news_query,Thẻ điểm Cricket Live. ,cricket live scorecards
1345,datetime_query,Năm mươi ngàn hai trăm mười bảy ,fifty thousand two hundred and seventeenth
6870,calendar_set,bạn có thể thêm sự kiện này với karl ,can you add this event with karl
13831,qa_factoid,Tháp London lớn như thế nào ,how big is the tower of london
16941,email_sendemail,thông qua triển vọng. ,through outlook
10592,lists_createoradd,Hãy thực hiện một danh sách những điều tôi phải mua sắm vào ngày mai ,please make a list of thing i have to shop tomorrow
12341,transport_ticket,Đặt vé ba chuyến đi khứ hồi cho Chủ nhật tại Seven PM Return Vé vào tuần sau Chủ nhật lúc tám giờ sáng ,book three round trip train tickets for sunday at seven pm return ticket of next week sunday at eight am
2367,news_query,kể về tin tức thế giới mới nhất ,tell about the latest world news
13936,qa_definition,Tai nghe thực tế ảo là gì ,what is a virtual reality headset
16237,email_sendemail,Chuyển tiếp thư đến địa chỉ email mới ,forward the mail to new email address
3255,general_quirky,Olly cho tôi những thứ gần đây nhất bạn có Angelina Jolie ,olly give me the most recent stuff you have angelina jolie
1229,news_query,Tìm cho tôi những tin tức mới nhất về chính trị Hoa Kỳ ,find me the latest news story on us politics
8641,calendar_set,nhắc nhở tôi về cuộc họp kinh doanh của tôi lúc ba giờ bốn mươi lăm giờ chiều ,remind me about my business meeting at three and forty five pm
11742,recommendation_events,Bạn có thể liệt kê thông tin về các hội chợ sách ở Washington DC cho tuần tới không ,could you list out the information on book fairs in washington dc for next week
5036,weather_query,Hôm nay nóng như thế nào ,how hot is today
15504,social_post,Tweet một khiếu nại. ,tweet a complaint
14032,qa_factoid,Nói cho tôi biết khi Trump được sinh ra ,tell me when trump was born
7560,calendar_set,Hãy chắc chắn để nhắc nhở tôi thanh toán hóa đơn vào sáng mai ,make sure to remind me to pay my bills tomorrow morning
7442,calendar_query,Địa điểm ở đâu ,where is the venue
155,iot_hue_lightchange,Đặt độ sáng lên năm mươi phần trăm ,set brightness to fifty percent
15257,social_query,Tweets mới nhất ,latest tweets
11683,recommendation_events,Chỉ cho tôi nơi tôi có thể tìm thấy một chiếc bánh hamburger ,show me where i can find a hamburger
880,datetime_query,Bây giờ là mấy giờ ở Cleveland Ohio ,what time is it in cleveland ohio
784,play_music,truyền phát tất cả các bài hát từ rock ,stream all songs from rock
7917,calendar_set,Tôi cần một lời nhắc nhở để gọi cho mẹ tôi lúc ba giờ chiều ,i need a reminder to call my mom at three pm
15980,email_sendemail,Gửi câu trả lời cho George ,send answer to george
10387,play_game,Tôi muốn chơi một trò chơi đố ,i want to play a trivia game
955,alarm_set,Đặt báo thức trong năm giờ sáng ,set the alarm for five o'clock in the morning
11239,lists_createoradd,bạn có thể vui lòng tạo một danh sách cho tôi không ,can you please create a list for me
2333,alarm_set,Đặt báo thức cho sáu giờ sáng vào ngày mai ,set alarm for six am tomorrow
11602,recommendation_locations,Các nhà hàng Ý tốt nhất ở Los Angeles là gì ,what are the best italian restaurants in los angeles
6126,weather_query,Tôi có cần phải mặc áo khoác không ,do i need to wear a coat
4549,play_music,Chơi Playlist Dịch vụ bưu chính ,play playlist postal service
10417,play_game,Bạn có muốn chơi một trò chơi ,do you want to play a game
11262,podcasts,tiếp theo ,next one
13302,general_quirky,Điều gì sẽ là một bữa ăn cân bằng hoàn hảo cho bữa tối ,what would be the a perfectly nutritionally balanced meal for dinner
4211,weather_query,Bạn có nghĩ rằng nó sẽ ổn để mặc quần short trong tuần này ,do you think it will be okay to wear shorts this week
8883,calendar_set,Làm một cảnh báo cho ngày sinh nhật của tôi ,make an alert for my birthday
4316,iot_hue_lightoff,Tắt tất cả đèn ,turn all the lights off
14327,qa_factoid,Los Angeles ở đâu ,where is los angeles
3058,news_query,Tin tức tiêu đề mới nhất từ nguồn tin tức này là gì ,what is the latest headline news from this news source
12730,transport_traffic,Lưu lượng hiện tại giữa ,how is the current traffic between
12529,transport_query,Thời gian tàu đến Chicago cho ngày hôm nay là gì ,what are the train times to chicago for today
275,music_query,Ca sĩ có ý nghĩa gì với tiêu đề của bài hát Bohemian Rhapsody ,what the singer meant by the title of the song bohemian rhapsody
9696,play_audiobook,Tiếp tục phát lại zanes se chronicles ,resume the playback of zanes se chronicles
4488,alarm_set,Đặt báo thức trong bảy giờ ba mươi sáng ,set an alarm for seven thirty am
11590,recommendation_movies,Đề xuất một bộ phim được phát hành vào thứ Sáu tuần trước ,recommend a movie which is released last friday
5383,iot_hue_lightdim,hạ đèn trong phòng ,lower the lights in the room
10095,cooking_recipe,các loại thực phẩm lành mạnh ,healthy foods
1946,audio_volume_up,tăng âm lượng ,rise volume
15519,social_post,Tweet Dịch vụ khách hàng của Freedom Pop Tôi không hài lòng ,tweet freedom pop customer service i am dissatisfied
10894,lists_createoradd,Tôi cần phải thực hiện một danh sách tạp hóa ,i need to make a grocery list
11129,lists_query,Những gì trong danh sách của tôi để làm buổi tối hôm nay ,what on my list to do today evening
1810,play_music,Bắt đầu âm nhạc trong danh sách phát ,start music in playlist
6011,datetime_query,Đồng hồ nói gì ,what does the clock say
11337,play_podcasts,bạn có thể bắt đầu podcast đã lưu của tôi không ,can you start my saved podcast
12799,recommendation_locations,Trung tâm mua sắm cho áo sơ mi ở đâu ,where is the shopping mall for shirts
1498,play_music,Chơi một số bài hát của Michael Jackson ,play some tracks by michael jackson
12416,transport_query,Tàu tiếp theo đến DC ,next train to dc
16230,email_query,John Smith đã gửi cho tôi bao nhiêu tin nhắn trong mười hai tháng qua ,how many text messages has john smith sent me in the last twelve months
6032,audio_volume_mute,kiểm soát âm lượng ,volume control
14911,definition,Đầu phun đường sắt nhiên liệu là gì ,what's a fuel rail injector
13251,general_quirky,Báo cáo chiêm tinh của tôi cho ngày hôm nay là gì ,what is my astrology report for today
1011,news_query,Tôi muốn nghe tin tức về TMZ ,i want to hear the news on tmz
16635,email_query,Tôi đã nhận được một email về một lời mời làm việc ,did i get an email about a job offer
3642,audio_volume_up,Tôi không thể nghe thấy bạn có thể nói lại to hơn ,i can't hear you can you say it again louder
7363,calendar_remove,Chuyển đến lịch và xóa một sự kiện thứ ba của hai mươi bảy ngày hai tháng 3 mười bảy ,go to calendar and delete an third event of twenty seventh of march twenty seventeen
7453,calendar_set,Tôi có thể yêu cầu bạn thêm một sự kiện mới vào lịch của tôi ,may i ask you to add a new event to my calendar
9120,calendar_query,Nói cho tôi biết về các cuộc họp trong một khoảng thời gian ,tell me about the meetings over a period of time
8547,calendar_remove,Xóa sự kiện lịch sắp tới ,remove the upcoming calendar event
9412,play_radio,Tôi muốn nghe chương trình Bob và Tom ,i want to listen to the bob and tom show
13765,qa_maths,kết quả của hai bởi hai ,what is the result of two by two
5796,iot_hue_lightoff,Không có đèn ,no lights
8675,calendar_query,Ai sẽ đến cuộc họp của tôi lúc chín giờ sáng ,who is going to my meeting at nine am
6244,general_quirky,Tôi đã có một ngày thư giãn ngày hôm nay ,i had a relaxing day today
978,iot_hue_lightoff,Vui lòng tắt đèn ,please shut the lights
4374,alarm_query,Xem lại bộ báo động ,review set alarms
14329,qa_factoid,Jim Carrey bao nhiêu tuổi ,how old is jim carrey
16374,email_query,Có email nào từ trường về hội nghị của tôi không ,are there any emails from the school about my conference
10056,cooking_recipe,Làm thế nào để bạn làm mì ống ,how do you make pasta
9319,play_radio,bạn vui lòng bật radio am ,would you please turn on the am radio
2585,audio_volume_down,Bắt đầu radio bây giờ trên khối lượng thấp ,start the radio now on low volume
7006,calendar_set,Tìm cho tôi một thời gian để một cuộc họp với Allen vào ngày mai ,find me a time for a meeting with allen on tomorrow
15449,social_post,Tweet dịch vụ tiêu dùng rằng hàng hóa có chất lượng thấp ,tweet consumer service that the goods are of low quality
5754,audio_volume_mute,Tắt âm thanh ,turn off audio
10819,lists_query,cho tôi biết danh sách của tôi ,tell me my lists
7132,calendar_remove,Tôi muốn bạn loại bỏ đám cưới vào thứ mười từ lịch của tôi ,i want you to remove the wedding on the tenth from my calendar
13691,qa_definition,Mô tả những gì một chiếc ghế là ,describe what a chair is
13112,qa_factoid,Vui lòng cho chiều cao của Lindsay Lohan ,please give height of lindsey lohan
9610,play_radio,Mở Pandora và chơi Radio Hoizer ,open pandora and play hoizer radio
1876,play_music,Chơi Top Ten. ,play top ten
5206,play_music,Tôi muốn nghe Surfin USA ,i want to hear surfin usa
8180,calendar_remove,Bạn có thể xóa tất cả các sự kiện trên lịch của tôi ,could you delete all events on my calendar
13733,qa_stock,giá của cổ phiếu ford là bao nhiêu ,what is the price of ford stock
10447,lists_query,cho tôi biết những gì trong danh sách của tôi ,tell me what is on my list
343,weather_query,Làm thế nào sẽ là thời tiết vào ngày mai ,how will be the weather tomorrow
11790,recommendation_events,Những thứ thú vị để làm gần tôi ,fun stuff to do near me
15206,social_query,Trong ba giờ ba giờ cho tôi cập nhật facebook của tôi ,in every three hours give me my facebook update
16451,email_querycontact,mẹ có nhắn tin cho tôi không ,did mom text me
2895,audio_volume_down,loa Turn_down ,turn_down speakers
11127,lists_query,Những gì được bao gồm trong danh sách của tour ,what is included in the tour's list
5381,news_query,Tin tức như thế nào ở Anh ,whats the news like in the uk
9763,play_audiobook,Chơi chữ Scarlet ,play the scarlet letter
10343,play_game,Mở trò chơi Minestart từ cấp độ chơi trước ,open minestart game from previous played level
14914,qa_factoid,Núi cao nhất ở Ý là gì ,what's the highest mountain in italy
6679,news_query,tài chính ,finance
17139,email_sendemail,Gửi trả lời email này ,send a reply to this email
12995,social_post,Gửi tin nhắn trên Facebook để chờ bạn bè yêu cầu mà danh sách bạn bè của tôi đã đầy và tôi sẽ sớm tạo một hồ sơ mới ,send a message on facebook to pending friend requests that my friend list is full and i will be creating a new profile soon
13145,general_quirky,Chỉ cho tôi những gì tôi có thể làm với thể dục ,show me what i can do with fitness
13641,qa_definition,Định nghĩa của văn bản là gì ,what is the definition of textual
2744,news_query,Những bài báo đã có trên CNN ngày hôm nay ,what news articles were on cnn today
16655,general_quirky,Nói cho tôi biết thêm về John Smith ,tell me more about john smith
4210,weather_query,Tôi có cần phải mặc áo vào ngày mai khi tôi rời đi ,do i need to wear a coat tomorrow when i leave for work
5660,play_music,Chơi cho tôi nhạc jazz ,play for me jazz music
11210,lists_createoradd,Tạo danh sách mới ,make new list
10235,cooking_recipe,Khởi động bếp gas điều chỉnh ngọn lửa để nấu món ăn và đặt tất cả thành phần nấu ăn vào nồi áp suất để nấu các thành phần giữ cho nó trên bếp chờ các thành phần được nấu chín ,start the gas stove adjust the flame to cooking the dish and put all cooking ingredient to pressure cooker to cook the ingredients keep it on the stove wait for the ingredients to be cooked
8408,calendar_remove,Xóa sự kiện bữa tối của tôi cho ngày mai ,remove my dinner event for tomorrow
1321,weather_query,thời tiết hôm nay như thế nào ,what is the weather today
1645,alarm_query,tôi có bộ báo động nào không ,do i have any alarms set
14714,qa_factoid,eddie murphy vẫn còn sống ,is eddie murphy still alive
11641,recommendation_events,những gì đang xảy ra xung quanh đây ,what is happening around here
4807,music_likeness,Hãy nhớ những gì tôi nghĩ về bài hát này ,remember what i think about this song
452,news_query,người hiện đang dẫn đầu trong cuộc bầu cử quốc hội ,who is currently leading in the parliamentary election
